41.7мм @1мм/мин			9.8мм @1мм/мин			6.0мм @1мм/мин			6.0мм @3мм/мин		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм
						367,9	95,54465	6,131667			
						368	95,57803	6,1333			
						368,1	95,60983	6,134967			
						368,2	95,63128	6,136633			
						368,3	95,66705	6,1383			
						368,4	95,69009	6,139967			
						368,5	95,74174	6,141634			
						368,6	95,74811	6,1433			
						368,7	95,77592	6,144967			
						368,8	95,81328	6,1467			
						368,9	95,84348	6,1483			
						369	95,85381	6,149967			
						369,1	95,89195	6,151667			
						369,2	95,93248	6,153333			
						369,3	95,95076	6,154967			
						369,4	95,9746	6,156633			
						369,5	96,01355	6,158333			
						369,6	96,02626	6,16			
						369,7	96,07553	6,161633			
						369,8	96,10971	6,163333			
						369,9	96,12958	6,164967			
						370	96,16772	6,166634			
						370,1	96,19713	6,1683			
						370,2	96,25197	6,169967			
						370,3	96,27184	6,171633			
						370,4	96,29885	6,173333			
						370,5	96,30521	6,175			
						370,6	96,34574	6,176633			
						370,7	96,36958	6,1783			
						370,8	96,38309	6,179967			
						370,9	96,36561	6,181633			
						371	96,40217	6,1833			
						371,1	96,41329	6,184967			
						371,2	96,41489	6,186634			
						371,3	96,45144	6,188334			
						371,4	96,47607	6,189967			
						371,5	96,48244	6,191633			
						371,6	96,52933	6,1933			
						371,7	96,54999	6,194967			
						371,8	96,58575	6,196633			
						371,9	96,62866	6,1983			
						372	96,65489	6,199967			
						372,1	96,66205	6,201667			
						372,2	96,68192	6,2033			
						372,3	96,71767	6,204933			
						372,4	96,73437	6,206667			
						372,5	96,759	6,2083			
						372,6	96,79476	6,209967			
						372,7	96,8051	6,211633			
						372,8	96,84325	6,213334			
						372,9	96,84801	6,214967			
						373	96,88615	6,216633			
						373,1	96,88377	6,2183			
						373,2	96,9108	6,219967			
						373,3	96,91557	6,221633			
						373,4	96,94258	6,2233			
						373,5	96,99345	6,224967			
						373,6	96,99345	6,226634			
						373,7	97,03159	6,228333			
						373,8	97,05305	6,23			
						373,9	97,06895	6,231667			
						374	97,09756	6,2333			
						374,1	97,13491	6,234967			
						374,2	97,1357	6,236633			
						374,3	97,18021	6,2383			
						374,4	97,19372	6,24			
						374,5	97,19849	6,241633			
						374,6	97,2271	6,2433			
						374,7	97,26286	6,245			
						374,8	97,2859	6,246667			
						374,9	97,31134	6,2483			
						375	97,32405	6,25			
						375,1	97,35584	6,251633			
						375,2	97,38525	6,2533			
						375,3	97,42101	6,254967			
						375,4	97,43134	6,256667			
						375,5	97,45598	6,2583			
						375,6	97,47028	6,259967			
						375,7	97,51082	6,261633			
						375,8	97,51717	6,2633			
						375,9	97,53943	6,264967			
						376	97,57758	6,2666			
						376,1	97,59347	6,2683			
						376,2	97,59982	6,269967			
						376,3	97,61572	6,271667			
						376,4	97,65387	6,2733			
						376,5	97,68248	6,274967			
						376,6	97,69042	6,276633			
						376,7	97,71506	6,278267			
						376,8	97,72063	6,279967			
						376,9	97,74367	6,281633			
						377	97,76434	6,2833			
						377,1	97,77307	6,284967			
						377,2	97,80009	6,286633			
						377,3	97,83824	6,2883			
						377,4	97,86208	6,289967			
						377,5	97,87162	6,291634			
						377,6	97,90579	6,293334			
						377,7	97,93044	6,294967			
						377,8	97,94315	6,296633			
						377,9	97,98606	6,298333			
						378	98,00593	6,3			
						378,1	98,03056	6,301633			
						378,2	98,05282	6,3033			
						378,3	98,08461	6,305			
						378,4	98,11481	6,306633			
						378,5	98,14104	6,3083			
						378,6	98,17442	6,309967			
						378,7	98,18554	6,311667			
						378,8	98,20222	6,3133			
						378,9	98,21733	6,315			
						379	98,24594	6,316667			
						379,1	98,28409	6,3183			
						379,2	98,31667	6,319967			
						379,3	98,32303	6,321633			
						379,4	98,35005	6,323367			
						379,5	98,36753	6,325			
						379,6	98,39296	6,326633			
						379,7	98,41442	6,328333			
						379,8	98,47482	6,329967			
						379,9	98,47482	6,331667			
						380	98,50661	6,3333			
						380,1	98,53442	6,334967			
						380,2	98,57813	6,336633			
						380,3	98,58926	6,3383			
						380,4	98,61469	6,339967			
						380,5	98,63456	6,341667			
						380,6	98,65919	6,3433			
						380,7	98,69496	6,344967			
						380,8	98,72516	6,346633			
						380,9	98,74741	6,3483			
						381	98,76331	6,349967			
						381,1	98,80066	6,351634			
						381,2	98,82132	6,3533			
						381,3	98,84357	6,354967			
						381,4	98,85629	6,356633			
						381,5	98,90238	6,3583			
						381,6	98,9151	6,359967			
						381,7	98,93974	6,361633			
						381,8	98,9755	6,3633			
						381,9	98,98981	6,364967			
						382	99,01126	6,366667			
						382,1	99,0367	6,3683			
						382,2	99,05497	6,369934			
						382,3	99,09471	6,371634			
						382,4	99,12014	6,373333			
						382,5	99,14478	6,374967			
						382,6	99,1559	6,376633			
						382,7	99,19087	6,3783			
						382,8	99,21551	6,379967			
						382,9	99,2608	6,381633			
						383	99,26796	6,3833			
						383,1	99,28783	6,385			
						383,2	99,31882	6,386633			
						383,3	99,3371	6,3883			
						383,4	99,36412	6,389967			
						383,5	99,3824	6,391634			
						383,6	99,44121	6,3933			
						383,7	99,43406	6,395			
						383,8	99,45234	6,396634			
						383,9	99,504	6,398334			
						384	99,49684	6,399967			
						384,1	99,52148	6,401633			
						384,2	99,5485	6,4033			
						384,3	99,55009	6,404967			
						384,4	99,60175	6,406667			
						384,5	99,62003	6,4083			
						384,6	99,65817	6,409967			
						384,7	99,66692	6,411667			
						384,8	99,68916	6,4133			
						384,9	99,71142	6,414967			
						385	99,74638	6,416667			
						385,1	99,77023	6,4183			
						385,2	99,8036	6,419967			
						385,3	99,81314	6,421667			
						385,4	99,84732	6,4233			
						385,5	99,86719	6,425			
						385,6	99,91408	6,426633			
						385,7	99,91884	6,4283			
						385,8	99,93712	6,429967			
						385,9	99,98083	6,431633			
						386	99,99513	6,4333			
						386,1	100,0269	6,434967			
						386,2	100,0333	6,436634			
						386,3	100,0651	6,438334			
						386,4	100,1032	6,439967			
						386,5	100,1024	6,441633			
						386,6	100,1581	6,4433			
						386,7	100,17	6,444933			
						386,8	100,1994	6,446633			
						386,9	100,2256	6,4483			
						387	100,2375	6,450033			
						387,1	100,2757	6,451667			
						387,2	100,3003	6,453333			
						387,3	100,3321	6,454967			
						387,4	100,3496	6,4566			
						387,5	100,3838	6,4583			
						387,6	100,4012	6,459967			
						387,7	100,4394	6,461633			
						387,8	100,4489	6,4633			
						387,9	100,4902	6,465			
						388	100,5038	6,466633			
						388,1	100,5228	6,4683			
						388,2	100,5419	6,469967			
						388,3	100,5697	6,471667			
						388,4	100,6126	6,4733			
						388,5	100,6206	6,474967			
						388,6	100,6587	6,476634			
						388,7	100,6794	6,478333			
						388,8	100,6993	6,48			
						388,9	100,7287	6,481633			
						389	100,7509	6,4833			
						389,1	100,7732	6,484967			
						389,2	100,8058	6,486633			
						389,3	100,832	6,488333			
						389,4	100,8765	6,49			
						389,5	100,8908	6,491633			
						389,6	100,9067	6,493333			
						389,7	100,944	6,495			
						389,8	100,9512	6,496667			
						389,9	100,9758	6,4983			
						390	101,0029	6,499967			
						390,1	101,0315	6,501667			
						390,2	101,0569	6,5033			
						390,3	101,0903	6,504967			
						390,4	101,1165	6,506667			
						390,5	101,157	6,5083			
						390,6	101,1761	6,509967			
						390,7	101,1912	6,511633			
						390,8	101,2198	6,5133			
						390,9	101,2246	6,514967			
						391	101,258	6,516634			
						391,1	101,2882	6,5183			
						391,2	101,3096	6,519967			
						391,3	101,3478	6,521667			
						391,4	101,3422	6,5233			
						391,5	101,3883	6,524967			
						391,6	101,4082	6,526633			
						391,7	101,4566	6,5283			
						391,8	101,4598	6,529967			
						391,9	101,4916	6,531633			
						392	101,5234	6,5333			
						392,1	101,5361	6,534967			
						392,2	101,5703	6,536667			
						392,3	101,5933	6,5383			
						392,4	101,6219	6,539967			
						392,5	101,6426	6,541634			
						392,6	101,6887	6,543334			
						392,7	101,699	6,545			
						392,8	101,73	6,546633			
						392,9	101,7721	6,5483			
						393	101,7698	6,549967			
						393,1	101,8024	6,551633			
						393,2	101,8437	6,5533			
						393,3	101,858	6,554967			
						393,4	101,8826	6,556633			
						393,5	101,9224	6,5583			
						393,6	101,9319	6,559967			
						393,7	101,9653	6,561667			
						393,8	101,9907	6,563334			
						393,9	102,0098	6,565033			
						394	102,0344	6,566667			
						394,1	102,0527	6,568334			
						394,2	102,0861	6,57			
						394,3	102,0972	6,571633			
						394,4	102,1377	6,573333			
						394,5	102,1457	6,575			
						394,6	102,1838	6,576667			
						394,7	102,2275	6,5783			
						394,8	102,241	6,579967			
						394,9	102,2569	6,581667			
						395	102,2863	6,5833			
						395,1	102,3253	6,584967			
						395,2	102,3467	6,586633			
						395,3	102,369	6,5883			
						395,4	102,3881	6,589967			
						395,5	102,3944	6,591633			
						395,6	102,4302	6,5933			
						395,7	102,4485	6,594967			
						395,8	102,4818	6,596633			
						395,9	102,5105	6,5983			
						396	102,5271	6,599967			
						396,1	102,5693	6,601634			
						396,2	102,6011	6,6033			
						396,3	102,6098	6,604967			
						396,4	102,6408	6,606633			
						396,5	102,6527	6,6083			
						396,6	102,6789	6,609967			
						396,7	102,7314	6,611633			
						396,8	102,7377	6,6133			
						396,9	102,7822	6,615			
						397	102,791	6,616633			
						397,1	102,8299	6,618367			
						397,2	102,8458	6,619967			
						397,3	102,8673	6,621634			
						397,4	102,8895	6,6233			
						397,5	102,9102	6,624967			
						397,6	102,9356	6,6266			
						397,7	102,9682	6,6283			
						397,8	102,9849	6,629967			
						397,9	103,0207	6,631633			
						398	103,0445	6,633333			
						398,1	103,0787	6,634967			
						398,2	103,1208	6,636633			
						398,3	103,1152	6,6383			
						398,4	103,1391	6,639967			
						398,5	103,1661	6,641634			
						398,6	103,1979	6,643267			
						398,7	103,2019	6,644967			
						398,8	103,236	6,646667			
						398,9	103,2758	6,6483			
						399	103,298	6,65			
						399,1	103,306	6,651633			
						399,2	103,3306	6,653333			
						399,3	103,3616	6,655			
						399,4	103,3878	6,656667			
						399,5	103,4204	6,658333			
						399,6	103,4514	6,66			
						399,7	103,4697	6,661633			
						399,8	103,4983	6,663333			
						399,9	103,5094	6,665			
						400	103,546	6,666667			
						400,1	103,5611	6,6683			
						400,2	103,6032	6,67			
						400,3	103,6135	6,671633			
						400,4	103,6374	6,673334			
						400,5	103,6572	6,674967			
						400,6	103,6763	6,676633			
						400,7	103,6978	6,6783			
						400,8	103,7184	6,679967			
						400,9	103,759	6,681633			
						401	103,7741	6,6833			
						401,1	103,8019	6,684967			
						401,2	103,8218	6,686634			
						401,3	103,8464	6,6883			
						401,4	103,8671	6,69			
						401,5	103,9155	6,691633			
						401,6	103,9322	6,6933			
						401,7	103,9704	6,694933			
						401,8	103,9767	6,696633			
						401,9	104,0117	6,6983			
						402	104,03	6,699967			
						402,1	104,03	6,701667			
						402,2	104,0705	6,703267			
						402,3	104,0816	6,704967			
						402,4	104,123	6,706667			
						402,5	104,1333	6,7083			
						402,6	104,1691	6,709967			
						402,7	104,1937	6,711633			
						402,8	104,2191	6,7133			
						402,9	104,2525	6,714967			
						403	104,2565	6,716633			
						403,1	104,2954	6,7183			
						403,2	104,3153	6,719967			
						403,3	104,3439	6,721633			
						403,4	104,3558	6,7233			
						403,5	104,3765	6,724967			
						403,6	104,4114	6,726634			
						403,7	104,4226	6,728333			
						403,8	104,4544	6,73			
						403,9	104,4854	6,731633			
						404	104,5283	6,733334			
						404,1	104,5481	6,734967			
						404,2	104,564	6,736633			
						404,3	104,5982	6,7383			
						404,4	104,6054	6,739967			
						404,5	104,6515	6,741667			
						404,6	104,6673	6,7433			
						404,7	104,7007	6,745			
						404,8	104,7222	6,746667			
						404,9	104,7325	6,748333			
						405	104,7571	6,749967			
						405,1	104,7937	6,751634			
						405,2	104,8247	6,7533			
						405,3	104,8477	6,754967			
						405,4	104,8668	6,756667			
						405,5	104,8851	6,758333			
						405,6	104,9081	6,759967			
						405,7	104,9566	6,761633			
						405,8	104,9638	6,7633			
						405,9	104,9725	6,764967			
						406	105,0154	6,766634			
						406,1	105,0289	6,7683			
						406,2	105,0583	6,769967			
						406,3	105,079	6,771667			
						406,4	105,1164	6,7733			
						406,5	105,137	6,774967			
						406,6	105,1323	6,776633			
						406,7	105,1704	6,7783			
						406,8	105,1927	6,779967			
						406,9	105,2197	6,781633			
						407	105,2451	6,7833			
						407,1	105,2809	6,785033			
						407,2	105,3119	6,786667			
						407,3	105,327	6,7883			
						407,4	105,3588	6,789967			
						407,5	105,3762	6,791634			
						407,6	105,3977	6,793367			
						407,7	105,4017	6,794967			
						407,8	105,4382	6,796633			
						407,9	105,4581	6,7983			
						408	105,4915	6,8			
						408,1	105,5249	6,801633			
						408,2	105,5614	6,8033			
						408,3	105,5702	6,804967			
						408,4	105,5837	6,806633			
						408,5	105,629	6,8083			
						408,6	105,6465	6,81			
						408,7	105,6663	6,811667			
						408,8	105,7005	6,813334			
						408,9	105,7108	6,815			
						409	105,7736	6,816633			
						409,1	105,7744	6,8183			
						409,2	105,7768	6,819967			
						409,3	105,799	6,821633			
						409,4	105,8324	6,8233			
						409,5	105,861	6,824967			
						409,6	105,9	6,8267			
						409,7	105,9071	6,828333			
						409,8	105,9397	6,83			
						409,9	105,9516	6,831634			
						410	105,9786	6,833333			
						410,1	106,0033	6,834933			
						410,2	106,0478	6,836633			
						410,3	106,0621	6,8383			
						410,4	106,0923	6,84			
						410,5	106,1034	6,841667			
						410,6	106,1265	6,8433			
						410,7	106,1495	6,844967			
						410,8	106,1869	6,846633			
						410,9	106,2147	6,8483			
						411	106,2457	6,849967			
						411,1	106,2632	6,851634			
						411,2	106,2767	6,8533			
						411,3	106,3108	6,854967			
						411,4	106,3259	6,856633			
						411,5	106,3617	6,8583			
						411,6	106,3712	6,859967			
						411,7	106,4046	6,861633			
						411,8	106,4316	6,863267			
						411,9	106,4499	6,864933			
						412	106,4658	6,866633			
						412,1	106,4905	6,8683			
						412,2	106,5214	6,87			
						412,3	106,5334	6,871634			
						412,4	106,5691	6,8733			
						412,5	106,5866	6,874967			
						412,6	106,6049	6,876667			
						412,7	106,6232	6,8783			
						412,8	106,6407	6,879967			
						412,9	106,6788	6,881633			
						413	106,7106	6,8833			
						413,1	106,7162	6,884967			
						413,2	106,7527	6,886633			
						413,3	106,771	6,888333			
						413,4	106,7837	6,889967			
						413,5	106,8091	6,891634			
						413,6	106,8409	6,893333			
						413,7	106,8711	6,895			
						413,8	106,8823	6,896634			
						413,9	106,9172	6,898334			
						414	106,9387	6,899967			
						414,1	106,9681	6,901633			
						414,2	106,9617	6,9033			
						414,3	107,0174	6,905			
						414,4	107,0285	6,906667			
						414,5	107,0603	6,908333			
						414,6	107,0968	6,91			
						414,7	107,0984	6,911633			
						414,8	107,127	6,9133			
						414,9	107,1461	6,914967			
						415	107,1699	6,916667			
						415,1	107,2129	6,9183			
						415,2	107,2192	6,92			
						415,3	107,2558	6,921633			
						415,4	107,278	6,923334			
						415,5	107,2892	6,925			
						415,6	107,3138	6,926633			
						415,7	107,3209	6,9283			
						415,8	107,3432	6,929967			
						415,9	107,3654	6,931633			
						416	107,4131	6,9333			
						416,1	107,433	6,934967			
						416,2	107,46	6,936634			
						416,3	107,4648	6,9383			
						416,4	107,4958	6,939967			
						416,5	107,53	6,941633			
						416,6	107,5435	6,9433			
						416,7	107,5737	6,944933			
						416,8	107,5745	6,946633			
						416,9	107,6142	6,9483			
						417	107,6555	6,949967			
						417,1	107,6754	6,951633			
						417,2	107,6754	6,9533			
						417,3	107,7127	6,954967			
						417,4	107,7334	6,956667			
						417,5	107,7565	6,958267			
						417,6	107,7803	6,959967			
						417,7	107,789	6,961633			
						417,8	107,8232	6,963334			
						417,9	107,8526	6,964967			
						418	107,8709	6,966633			
						418,1	107,8971	6,968333			
						418,2	107,9154	6,969967			
						418,3	107,9623	6,971633			
						418,4	107,9623	6,9733			
						418,5	108,0068	6,974967			
						418,6	108,0314	6,976634			
						418,7	108,0545	6,978333			
						418,8	108,0473	6,98			
						418,9	108,0863	6,981667			
						419	108,1268	6,9833			
						419,1	108,1244	6,985			
						419,2	108,1443	6,986633			
						419,3	108,184	6,9883			
						419,4	108,2023	6,99			
						419,5	108,2253	6,991667			
						419,6	108,2492	6,9933			
						419,7	108,2746	6,994967			
						419,8	108,2993	6,996634			
						419,9	108,3008	6,998333			
						420	108,3255	6,999967			
						420,1	108,3446	7,001634			
						420,2	108,3779	7,003334			
						420,3	108,3732	7,004967			
						420,4	108,4042	7,006667			
						420,5	108,4288	7,0083			
						420,6	108,4558	7,009967			
						420,7	108,4812	7,011633			
						420,8	108,4948	7,0133			
						420,9	108,5051	7,014967			
						421	108,5273	7,016634			
						421,1	108,5552	7,018333			
						421,2	108,5846	7,02			
						421,3	108,6227	7,021667			
						421,4	108,6171	7,0233			
						421,5	108,6489	7,024933			
						421,6	108,6521	7,026633			
						421,7	108,707	7,0283			
						421,8	108,7077	7,029967			
						421,9	108,7324	7,031633			
						422	108,757	7,0333			
						422,1	108,7618	7,034967			
						422,2	108,7705	7,036667			
						422,3	108,8111	7,0383			
						422,4	108,8158	7,04			
						422,5	108,8564	7,041634			
						422,6	108,8889	7,043267			
						422,7	108,9009	7,044967			
						422,8	108,9358	7,046633			
						422,9	108,974	7,0483			
						423	108,9811	7,049967			
						423,1	109,0018	7,051633			
						423,2	109,0439	7,0533			
						423,3	109,0447	7,055			
						423,4	109,0717	7,056633			
						423,5	109,1067	7,0583			
						423,6	109,1274	7,059967			
						423,7	109,1568	7,061667			
						423,8	109,1409	7,0633			
						423,9	109,1965	7,064967			
						424	109,1965	7,066667			
						424,1	109,237	7,0683			
						424,2	109,2569	7,07			
						424,3	109,2863	7,071633			
						424,4	109,3006	7,0733			
						424,5	109,3141	7,075			
						424,6	109,3427	7,076633			
						424,7	109,3674	7,078333			
						424,8	109,4079	7,08			
						424,9	109,4174	7,081667			
						425	109,4325	7,0833			
						425,1	109,4612	7,084967			
						425,2	109,4866	7,086633			
						425,3	109,5239	7,0883			
						425,4	109,5239	7,09			
						425,5	109,543	7,091667			
						425,6	109,578	7,093333			
						425,7	109,5986	7,094967			
						425,8	109,6296	7,096667			
						425,9	109,6503	7,0983			
						426	109,6908	7,099967			
						426,1	109,6908	7,101667			
						426,2	109,717	7,103333			
						426,3	109,7194	7,104967			
						426,4	109,7647	7,106667			
						426,5	109,7806	7,1083			
						426,6	109,8092	7,11			
						426,7	109,8347	7,111667			
						426,8	109,853	7,1133			
						426,9	109,8673	7,114933			
						427	109,911	7,116633			
						427,1	109,9197	7,118333			
						427,2	109,9356	7,119967			
