"1 _ 1 +23",,,"1 _ 1 _10",,,"1 _ 2 +35",,
"Время","Сила","Ход","Время","Сила","Ход","Время","Сила","Ход"
"сек","Н","мм","сек","Н","мм","сек","Н","мм"
"16,06","35,16436","16,04827","16,06","31,30118","16,04857","16,06","33,8014","16,04833"
"16,07","35,18264","16,0582","16,07","31,30277","16,05827","16,07","33,82127","16,0586"
"16,08","35,19297","16,06827","16,08","31,31469","16,06803","16,08","33,84034","16,06877"
"16,09","35,20648","16,0785","16,09","31,33535","16,0781","16,09","33,85146","16,07883"
"16,1","35,22952","16,0886","16,1","31,36158","16,08837","16,1","33,85305","16,0887"
"16,11","35,2629","16,09857","16,11","31,38463","16,09853","16,11","33,85703","16,09833"
"16,12","35,28913","16,10843","16,12","31,39973","16,1086","16,12","33,87133","16,10793"
"16,13","35,29866","16,1183","16,13","31,41085","16,1187","16,13","33,89597","16,1179"
"16,14","35,29946","16,12833","16,14","31,42675","16,12857","16,14","33,92299","16,12813"
"16,15","35,31059","16,13827","16,15","31,44185","16,13823","16,15","33,94683","16,13843"
"16,16","35,33443","16,1483","16,16","31,44662","16,14793","16,16","33,9659","16,1486"
"16,17","35,35668","16,15857","16,17","31,44662","16,15793","16,17","33,98577","16,15877"
"16,18","35,3686","16,16873","16,18","31,45615","16,1682","16,18","34,00326","16,1687"
"16,19","35,37576","16,1787","16,19","31,47999","16,17853","16,19","34,012","16,17843"
"16,2","35,38688","16,18843","16,2","31,5094","16,18867","16,2","34,01439","16,18813"
"16,21","35,40675","16,1982","16,21","31,52927","16,19873","16,21","34,01995","16,19803"
"16,22","35,43139","16,20817","16,22","31,53642","16,20863","16,22","34,03664","16,20813"
"16,23","35,45602","16,21817","16,23","31,53881","16,21833","16,23","34,0573","16,21833"
"16,24","35,47589","16,2282","16,24","31,54755","16,228","16,24","34,07796","16,22843"
"16,25","35,49417","16,2384","16,25","31,56344","16,23797","16,25","34,09386","16,2386"
"16,26","35,51165","16,24853","16,26","31,58172","16,24813","16,26","34,1026","16,24867"
"16,27","35,52993","16,2586","16,27","31,60159","16,2584","16,27","34,11293","16,2585"
"16,28","35,54742","16,2685","16,28","31,61987","16,26857","16,28","34,13439","16,2682"
"16,29","35,56172","16,27833","16,29","31,63815","16,27873","16,29","34,16459","16,278"
"16,3","35,57285","16,2882","16,3","31,65563","16,2887","16,3","34,18763","16,28807"
"16,31","35,58","16,29817","16,31","31,67391","16,2985","16,31","34,20115","16,2983"
"16,32","35,59351","16,30807","16,32","31,6898","16,3082","16,32","34,21307","16,3085"
"16,33","35,61735","16,31817","16,33","31,70252","16,31803","16,33","34,22578","16,31863"
"16,34","35,64199","16,3284","16,34","31,71444","16,32803","16,34","34,23055","16,3287"
"16,35","35,66186","16,33853","16,35","31,73033","16,3382","16,35","34,23293","16,33853"
"16,36","35,67616","16,3485","16,36","31,75179","16,34843","16,36","34,2377","16,3482"
"16,37","35,68729","16,3584","16,37","31,77404","16,35857","16,37","34,25121","16,35793"
"16,38","35,7","16,3683","16,38","31,79471","16,36867","16,38","34,27346","16,3679"
"16,39","35,71669","16,3783","16,39","31,81219","16,37853","16,39","34,29969","16,37813"
"16,4","35,73418","16,38827","16,4","31,8257","16,38823","16,4","34,32751","16,38843"
"16,41","35,75404","16,39827","16,41","31,83683","16,39797","16,41","34,34658","16,39857"
"16,42","35,77471","16,40843","16,42","31,84398","16,40793","16,42","34,35214","16,4087"
"16,43","35,79776","16,4186","16,43","31,85272","16,41813","16,43","34,36248","16,41863"
"16,44","35,82001","16,4286","16,44","31,86623","16,42843","16,44","34,38711","16,42833"
"16,45","35,83987","16,43837","16,45","31,88054","16,43863","16,45","34,41413","16,43813"
"16,46","35,85339","16,4483","16,46","31,89802","16,44883","16,46","34,43003","16,448"
"16,47","35,8661","16,45823","16,47","31,9163","16,45873","16,47","34,43003","16,45817"
"16,48","35,87723","16,46813","16,48","31,93458","16,4684","16,48","34,42287","16,4684"
"16,49","35,89312","16,478","16,49","31,94968","16,478","16,49","34,43003","16,47847"
"16,5","35,91378","16,48813","16,5","31,96081","16,48783","16,5","34,45864","16,48857"
"16,51","35,93842","16,4984","16,51","31,97432","16,49793","16,51","34,49361","16,49863"
"16,52","35,95829","16,50847","16,52","31,99418","16,50827","16,52","34,51506","16,50843"
"16,53","35,96942","16,51847","16,53","32,01723","16,5185","16,53","34,51983","16,51817"
"16,54","35,97736","16,52837","16,54","32,0371","16,5287","16,54","34,52619","16,52797"
"16,55","35,99088","16,5383","16,55","32,04425","16,53867","16,55","34,54526","16,53797"
"16,56","36,00836","16,54823","16,56","32,0514","16,54837","16,56","34,57387","16,54813"
"16,57","36,02346","16,5582","16,57","32,06809","16,55803","16,57","34,59851","16,55843"
"16,58","36,03776","16,5683","16,58","32,08955","16,5679","16,58","34,61361","16,56873"
"16,59","36,05922","16,57853","16,59","32,10624","16,578","16,59","34,61917","16,57887"
"16,6","36,08227","16,58867","16,6","32,1118","16,58833","16,6","34,62951","16,58873"
"16,61","36,10213","16,59863","16,61","32,11578","16,59857","16,61","34,64778","16,5984"
"16,62","36,11565","16,60843","16,62","32,1269","16,60867","16,62","34,66845","16,608"
"16,63","36,12916","16,61827","16,63","32,1428","16,61867","16,63","34,67719","16,61797"
"16,64","36,14505","16,62823","16,64","32,16346","16,62847","16,64","34,67878","16,6282"
"16,65","36,16333","16,63827","16,65","32,18492","16,6382","16,65","34,68831","16,63843"
"16,66","36,1832","16,6483","16,66","32,19684","16,64803","16,66","34,71057","16,64853"
"16,67","36,20307","16,65853","16,67","32,19922","16,6581","16,67","34,736","16,6587"
"16,68","36,22293","16,6687","16,68","32,20558","16,6683","16,68","34,75348","16,66867"
"16,69","36,24201","16,67867","16,69","32,22386","16,67853","16,69","34,76222","16,67843"
"16,7","36,25949","16,68833","16,7","32,24611","16,68867","16,7","34,76858","16,68813"
"16,71","36,27459","16,6982","16,71","32,26678","16,69877","16,71","34,7805","16,69803"
"16,72","36,28651","16,70817","16,72","32,28585","16,70873","16,72","34,80514","16,7081"
"16,73","36,304","16,71813","16,73","32,30174","16,71847","16,73","34,83455","16,71837"
"16,74","36,32705","16,72813","16,74","32,31287","16,72813","16,74","34,85362","16,72857"
"16,75","36,3493","16,73833","16,75","32,32241","16,73793","16,75","34,85441","16,73873"
"16,76","36,3644","16,74857","16,76","32,33751","16,74797","16,76","34,85362","16,7487"
"16,77","36,37791","16,75863","16,77","32,3534","16,75827","16,77","34,86792","16,75843"
"16,78","36,39936","16,7686","16,78","32,3693","16,7685","16,78","34,89971","16,76817"
"16,79","36,424","16,77847","16,79","32,38916","16,77867","16,79","34,92435","16,778"
"16,8","36,44307","16,78833","16,8","32,40506","16,78867","16,8","34,93309","16,78803"
"16,81","36,45261","16,7983","16,81","32,4138","16,7984","16,81","34,9323","16,79833"
"16,82","36,46215","16,80817","16,82","32,41618","16,80817","16,82","34,94024","16,8086"
"16,83","36,47725","16,81823","16,83","32,42572","16,81803","16,83","34,96249","16,81877"
"16,84","36,49553","16,82847","16,84","32,444","16,82807","16,84","34,9919","16,82877"
"16,85","36,51142","16,83857","16,85","32,46546","16,83833","16,85","35,01336","16,83863"
"16,86","36,52255","16,84857","16,86","32,48612","16,84857","16,86","35,01813","16,84827"
"16,87","36,53606","16,85843","16,87","32,50599","16,85863","16,87","35,01813","16,85797"
"16,88","36,55593","16,86827","16,88","32,51791","16,86873","16,88","35,03164","16,86793"
"16,89","36,57897","16,8782","16,89","32,52427","16,8786","16,89","35,06343","16,87807"
"16,9","36,60123","16,8882","16,9","32,53062","16,88823","16,9","35,09919","16,88833"
"16,91","36,6203","16,89823","16,91","32,54255","16,898","16,91","35,12144","16,8985"
"16,92","36,63461","16,90843","16,92","32,56003","16,90797","16,92","35,12383","16,90867"
"16,93","36,64811","16,91857","16,93","32,57354","16,9182","16,93","35,11747","16,91863"
"16,94","36,66083","16,92853","16,94","32,58308","16,9285","16,94","35,12383","16,92837"
"16,95","36,67196","16,93833","16,95","32,59659","16,93867","16,95","35,15323","16,93813"
"16,96","36,68308","16,9482","16,96","32,61248","16,9488","16,96","35,19138","16,94803"
"16,97","36,69341","16,95813","16,97","32,63156","16,95863","16,97","35,21522","16,9581"
"16,98","36,70852","16,9681","16,98","32,64586","16,9683","16,98","35,21999","16,96833"
"16,99","36,73156","16,97813","16,99","32,65381","16,97793","16,99","35,22317","16,97847"
"17","36,76255","16,98837","17","32,65619","16,98783","17","35,24463","16,98863"
"17,01","36,79196","16,9986","17,01","32,66414","16,998","17,01","35,27562","16,9987"
"17,02","36,80944","17,00863","17,02","32,68639","17,00827","17,02","35,29946","17,0085"
"17,03","36,8166","17,0185","17,03","32,7158","17,01847","17,03","35,30502","17,01823"
"17,04","36,82693","17,0284","17,04","32,73964","17,02863","17,04","35,30105","17,02803"
"17,05","36,84362","17,03827","17,05","32,74918","17,0386","17,05","35,31059","17,03797"
"17,06","36,86507","17,0482","17,06","32,75315","17,04837","17,06","35,3392","17,0482"
"17,07","36,88097","17,05813","17,07","32,7603","17,0581","17,07","35,36781","17,0585"
"17,08","36,8921","17,06823","17,08","32,7762","17,06793","17,08","35,37893","17,06863"
"17,09","36,90322","17,0785","17,09","32,79368","17,07803","17,09","35,37973","17,0787"
"17,1","36,91912","17,08857","17,1","32,80878","17,08833","17,1","35,39085","17,08853"
"17,11","36,93898","17,0985","17,11","32,81991","17,09847","17,11","35,41946","17,0982"
"17,12","36,95567","17,10837","17,12","32,82785","17,10857","17,12","35,44728","17,10793"
"17,13","36,9668","17,1182","17,13","32,83898","17,11867","17,13","35,46238","17,11783"
"17,14","36,97952","17,12813","17,14","32,85646","17,1285","17,14","35,46317","17,1281"
"17,15","37,00097","17,13817","17,15","32,87474","17,13823","17,15","35,46715","17,1384"
"17,16","37,02879","17,14827","17,16","32,89302","17,148","17,16","35,48543","17,14853"
"17,17","37,05025","17,15853","17,17","32,90812","17,158","17,17","35,51404","17,1587"
"17,18","37,07011","17,16867","17,18","32,92004","17,1682","17,18","35,53629","17,16867"
"17,19","37,08839","17,17863","17,19","32,93276","17,1784","17,19","35,54185","17,17843"
"17,2","37,10588","17,18843","17,2","32,94389","17,18853","17,2","35,54185","17,18817"
"17,21","37,12177","17,19823","17,21","32,95501","17,1987","17,21","35,55219","17,19803"
"17,22","37,14005","17,2082","17,22","32,96137","17,20863","17,22","35,58","17,20817"
"17,23","37,15913","17,21823","17,23","32,96852","17,2184","17,23","35,6102","17,2184"
"17,24","37,17263","17,22823","17,24","32,98203","17,2281","17,24","35,62848","17,22857"
"17,25","37,17979","17,23837","17,25","32,99634","17,23797","17,25","35,63086","17,2387"
"17,26","37,18932","17,24857","17,26","33,01303","17,24807","17,26","35,63166","17,2487"
"17,27","37,20919","17,25867","17,27","33,02733","17,25833","17,27","35,64676","17,2585"
"17,28","37,23304","17,2686","17,28","33,04561","17,26857","17,28","35,67378","17,26817"
"17,29","37,24654","17,27847","17,29","33,07183","17,27873","17,29","35,69603","17,27797"
"17,3","37,24734","17,28833","17,3","33,09886","17,28873","17,3","35,69841","17,28797"
"17,31","37,25131","17,29827","17,31","33,11713","17,2985","17,31","35,69205","17,29823"
"17,32","37,27198","17,30813","17,32","33,12588","17,3082","17,32","35,7008","17,3085"
"17,33","37,30774","17,3182","17,33","33,12985","17,318","17,33","35,73418","17,31867"
"17,34","37,33476","17,32843","17,34","33,13462","17,32807","17,34","35,77471","17,32877"
"17,35","37,34589","17,3386","17,35","33,14813","17,33833","17,35","35,79457","17,3386"
"17,36","37,35304","17,34863","17,36","33,17118","17,3486","17,36","35,79219","17,34823"
"17,37","37,37132","17,35847","17,37","33,19263","17,35867","17,37","35,79219","17,35797"
"17,38","37,39754","17,36827","17,38","33,20694","17,36867","17,38","35,81047","17,3679"
"17,39","37,42059","17,37817","17,39","33,21568","17,3785","17,39","35,83987","17,3781"
"17,4","37,42933","17,38817","17,4","33,22681","17,3882","17,4","35,86292","17,38843"
"17,41","37,43172","17,39823","17,41","33,23793","17,39793","17,41","35,8661","17,3986"
"17,42","37,44523","17,4085","17,42","33,24668","17,40793","17,42","35,85975","17,4088"
"17,43","37,47861","17,41867","17,43","33,25383","17,41817","17,43","35,8669","17,41873"
"17,44","37,51834","17,4287","17,44","33,26337","17,42843","17,44","35,8963","17,4284"
"17,45","37,54377","17,4385","17,45","33,28085","17,43867","17,45","35,93127","17,43813"
"17,46","37,54775","17,4483","17,46","33,30548","17,44887","17,46","35,95193","17,44803"
"17,47","37,54139","17,4582","17,47","33,32774","17,45877","17,47","35,95193","17,45817"
"17,48","37,54775","17,4681","17,48","33,34204","17,4685","17,48","35,95034","17,46843"
"17,49","37,57238","17,47807","17,49","33,34999","17,47807","17,49","35,97021","17,47863"
"17,5","37,59782","17,4883","17,5","33,35078","17,48787","17,5","36,00359","17,48873"
"17,51","37,61132","17,4985","17,51","33,35873","17,49803","17,51","36,0322","17,49867"
"17,52","37,61768","17,50853","17,52","33,37542","17,50833","17,52","36,03935","17,5084"
"17,53","37,6304","17,51853","17,53","33,40006","17,5185","17,53","36,03697","17,5181"
"17,54","37,65504","17,5284","17,54","33,4239","17,52867","17,54","36,0465","17,52787"
"17,55","37,68206","17,53827","17,55","33,43741","17,53873","17,55","36,0775","17,5379"
"17,56","37,70113","17,5482","17,56","33,44695","17,54853","17,56","36,11088","17,5482"
"17,57","37,70987","17,55817","17,57","33,45966","17,5582","17,57","36,12916","17,5585"
"17,58","37,71703","17,56823","17,58","33,47635","17,568","17,58","36,12995","17,5687"
"17,59","37,73372","17,5785","17,59","33,48907","17,57803","17,59","36,12995","17,57877"
"17,6","37,75914","17,58857","17,6","33,49463","17,58827","17,6","36,14346","17,5886"
"17,61","37,78378","17,5986","17,61","33,50814","17,5984","17,61","36,16969","17,5983"
"17,62","37,7965","17,60843","17,62","33,5304","17,6085","17,62","36,18797","17,60793"
"17,63","37,79967","17,61827","17,63","33,55265","17,61857","17,63","36,18956","17,61787"
"17,64","37,80603","17,62823","17,64","33,56377","17,62847","17,64","36,18797","17,6281"
"17,65","37,82431","17,6382","17,65","33,56854","17,63813","17,65","36,20148","17,6384"
"17,66","37,85133","17,64823","17,66","33,57967","17,64793","17,66","36,23247","17,6486"
"17,67","37,87279","17,6584","17,67","33,60431","17,65797","17,67","36,26426","17,65873"
"17,68","37,88233","17,66853","17,68","33,63053","17,6681","17,68","36,28175","17,6687"
"17,69","37,89425","17,67857","17,69","33,64722","17,6783","17,69","36,28175","17,6784"
"17,7","37,92286","17,68833","17,7","33,65755","17,6885","17,7","36,28016","17,6881"
"17,71","37,95942","17,69813","17,71","33,66311","17,6987","17,71","36,29287","17,698"
"17,72","37,98087","17,7081","17,72","33,67424","17,70867","17,72","36,3183","17,7081"
"17,73","37,98326","17,71807","17,73","33,69093","17,71833","17,73","36,34055","17,71833"
"17,74","37,98326","17,72807","17,74","33,71","17,72797","17,74","36,34771","17,7284"
"17,75","37,99677","17,73827","17,75","33,72272","17,7379","17,75","36,34771","17,73857"
"17,76","38,02379","17,7485","17,76","33,72987","17,74803","17,76","36,35804","17,74857"
"17,77","38,0532","17,75863","17,77","33,73702","17,75833","17,77","36,38347","17,75843"
"17,78","38,07704","17,76857","17,78","33,74815","17,7686","17,78","36,41208","17,7682"
"17,79","38,08896","17,7784","17,79","33,76086","17,77877","17,79","36,42797","17,77803"
"17,8","38,10247","17,7882","17,8","33,77279","17,7887","17,8","36,42797","17,78803"
"17,81","38,12234","17,79817","17,81","33,78153","17,79843","17,81","36,43433","17,79827"
"17,82","38,13823","17,80813","17,82","33,78868","17,8082","17,82","36,45976","17,80853"
"17,83","38,14538","17,8183","17,83","33,80219","17,81807","17,83","36,49473","17,8187"
"17,84","38,14936","17,82857","17,84","33,81968","17,82807","17,84","36,51698","17,8288"
"17,85","38,16684","17,8387","17,85","33,84034","17,83833","17,85","36,52255","17,83867"
"17,86","38,19704","17,8486","17,86","33,86021","17,84857","17,86","36,52493","17,84837"
"17,87","38,22565","17,85843","17,87","33,87769","17,8586","17,87","36,53765","17,85807"
"17,88","38,24155","17,8683","17,88","33,89199","17,86873","17,88","36,5607","17,86797"
"17,89","38,2487","17,87827","17,89","33,9071","17,87863","17,89","36,58772","17,87817"
"17,9","38,25665","17,88827","17,9","33,9222","17,8883","17,9","36,60281","17,88847"
"17,91","38,27493","17,89827","17,91","33,93014","17,89807","17,91","36,60281","17,89863"
"17,92","38,30035","17,90843","17,92","33,93809","17,90803","17,92","36,60679","17,9088"
"17,93","38,31863","17,91867","17,93","33,94683","17,9182","17,93","36,62586","17,9187"
"17,94","38,32738","17,92863","17,94","33,96511","17,92847","17,94","36,65845","17,92837"
"17,95","38,33612","17,93843","17,95","33,98736","17,93867","17,95","36,6799","17,93803"
"17,96","38,35122","17,9483","17,96","34,00326","17,94883","17,96","36,68626","17,94793"
"17,97","38,36711","17,9582","17,97","34,00326","17,9588","17,97","36,69262","17,9581"
"17,98","38,37903","17,96813","17,98","34,00326","17,96847","17,98","36,7109","17,9684"
